company_id,company_name,country,homepage,code,code6_re,ticker_candidates,ticker_used,market_cap,market_cap_currency,market_cap_source,market_cap_fetched_at_utc,market_cap_error
136,이마트,KR,,139480.0,139480,139480.KS|139480.KQ,139480.KS,2877068935168,KRW,yfinance,2026-02-09T05:25:44.352654+00:00,
112,세아제강지주,KR,,3030.0,003030,003030.KS|003030.KQ,003030.KS,568896913408,KRW,yfinance,2026-02-09T05:25:44.352654+00:00,
137,일동제약,KR,,249420.0,249420,249420.KS|249420.KQ,249420.KS,1134290796544,KRW,yfinance,2026-02-09T05:25:44.352654+00:00,
138,제주항공,KR,,89590.0,089590,089590.KS|089590.KQ,089590.KS,497929486336,KRW,yfinance,2026-02-09T05:25:44.352654+00:00,
139,종근당홀딩스,KR,,1630.0,001630,001630.KS|001630.KQ,001630.KS,237551845376,KRW,yfinance,2026-02-09T05:25:44.352654+00:00,
140,카카오,KR,,35720.0,035720,035720.KS|035720.KQ,035720.KS,25160987967488,KRW,yfinance,2026-02-09T05:25:44.352654+00:00,
141,카카오뱅크,KR,,323410.0,323410,323410.KS|323410.KQ,323410.KS,12649963192320,KRW,yfinance,2026-02-09T05:25:44.352654+00:00,
143,케이씨씨,KR,,2380.0,002380,002380.KS|002380.KQ,002380.KS,3548387475456,KRW,yfinance,2026-02-09T05:25:44.352654+00:00,
144,케이티,KR,,30200.0,030200,030200.KS|030200.KQ,030200.KS,14009795346432,KRW,yfinance,2026-02-09T05:25:44.352654+00:00,
146,코오롱인더스트리,KR,,120110,120110,120110.KS|120110.KQ,120110.KS,1883415511040,KRW,yfinance,2026-02-09T05:25:44.352654+00:00,
147,코웨이,KR,,21240.0,021240,021240.KS|021240.KQ,021240.KS,5876809728000,KRW,yfinance,2026-02-09T05:25:44.352654+00:00,
148,콜마홀딩스,KR,,24720.0,024720,024720.KS|024720.KQ,024720.KS,349821861888,KRW,yfinance,2026-02-09T05:25:44.352654+00:00,
149,태영건설,KR,,9410.0,009410,009410.KS|009410.KQ,009410.KS,477578002432,KRW,yfinance,2026-02-09T05:25:44.352654+00:00,
150,팬오션,KR,,28670.0,028670,028670.KS|028670.KQ,028670.KS,2654137483264,KRW,yfinance,2026-02-09T05:25:44.352654+00:00,
151,포스코DX,KR,,22100.0,022100,022100.KS|022100.KQ,022100.KS,5921077985280,KRW,yfinance,2026-02-09T05:25:44.352654+00:00,
152,포스코인터내셔널,KR,,47050.0,047050,047050.KS|047050.KQ,047050.KS,10840268865536,KRW,yfinance,2026-02-09T05:25:44.352654+00:00,
153,포스코퓨처엠,KR,,3670.0,003670,003670.KS|003670.KQ,003670.KS,19834999930880,KRW,yfinance,2026-02-09T05:25:44.352654+00:00,
154,포스코홀딩스,KR,,005490,005490,005490.KS|005490.KQ,005490.KS,27374720647168,KRW,yfinance,2026-02-09T05:25:44.352654+00:00,
155,하나금융그룹,KR,,086790,086790,086790.KS|086790.KQ,086790.KS,32385125056512,KRW,yfinance,2026-02-09T05:25:44.352654+00:00,
156,하나투어,KR,,39130.0,039130,039130.KS|039130.KQ,039130.KS,744291237888,KRW,yfinance,2026-02-09T05:25:44.352654+00:00,
157,하이트진로,KR,,0080.0,000080,000080.KS|000080.KQ,000080.KS,1240037457920,KRW,yfinance,2026-02-09T05:25:44.352654+00:00,
158,한국가스공사,KR,,36460.0,036460,036460.KS|036460.KQ,036460.KS,3617566752768,KRW,yfinance,2026-02-09T05:25:44.352654+00:00,
159,한국단자공업,KR,,25540.0,025540,025540.KS|025540.KQ,025540.KS,740417994752,KRW,yfinance,2026-02-09T05:25:44.352654+00:00,
160,한국지역난방공사,KR,,071320,071320,071320.KS|071320.KQ,071320.KS,1293345751040,KRW,yfinance,2026-02-09T05:25:44.352654+00:00,
161,한국콜마,KR,,161890.0,161890,161890.KS|161890.KQ,161890.KS,1725531029504,KRW,yfinance,2026-02-09T05:25:44.352654+00:00,
162,한국타이어앤테크놀로지,KR,,161390.0,161390,161390.KS|161390.KQ,161390.KS,8490417389568,KRW,yfinance,2026-02-09T05:25:44.352654+00:00,
163,한국투자금융지주,KR,,071050,071050,071050.KS|071050.KQ,071050.KS,13022478204928,KRW,yfinance,2026-02-09T05:25:44.352654+00:00,
164,한국항공우주산업,KR,,047810,047810,047810.KS|047810.KQ,047810.KS,15859199246336,KRW,yfinance,2026-02-09T05:25:44.352654+00:00,
166,한미약품,KR,,128940.0,128940,128940.KS|128940.KQ,128940.KS,7100919971840,KRW,yfinance,2026-02-09T05:25:44.352654+00:00,
167,한샘,KR,,9240.0,009240,009240.KS|009240.KQ,009240.KS,743694401536,KRW,yfinance,2026-02-09T05:25:44.352654+00:00,
168,한섬,KR,,20000.0,020000,020000.KS|020000.KQ,020000.KS,412358279168,KRW,yfinance,2026-02-09T05:25:44.352654+00:00,
169,한세실업,KR,,105630.0,105630,105630.KS|105630.KQ,105630.KS,511583092736,KRW,yfinance,2026-02-09T05:25:44.352654+00:00,
170,한세엠케이,KR,,069640,069640,069640.KS|069640.KQ,069640.KS,27346954240,KRW,yfinance,2026-02-09T05:25:44.352654+00:00,
171,한세예스24홀딩스,KR,,016450,016450,016450.KS|016450.KQ,016450.KS,159477317632,KRW,yfinance,2026-02-09T05:25:44.352654+00:00,
172,한온시스템,KR,,18880.0,018880,018880.KS|018880.KQ,018880.KS,3971126919168,KRW,yfinance,2026-02-09T05:25:44.352654+00:00,
173,한일시멘트,KR,,300720.0,300720,300720.KS|300720.KQ,300720.KS,1229392314368,KRW,yfinance,2026-02-09T05:25:44.352654+00:00,
174,한일현대시멘트,KR,,6390.0,006390,006390.KS|006390.KQ,,,KRW,yfinance,2026-02-09T05:25:44.352654+00:00,market_cap_not_found
175,한일홀딩스,KR,,3300.0,003300,003300.KS|003300.KQ,003300.KS,492994789376,KRW,yfinance,2026-02-09T05:25:44.352654+00:00,
176,한전KPS,KR,,51600.0,051600,051600.KS|051600.KQ,051600.KS,2641500045312,KRW,yfinance,2026-02-09T05:25:44.352654+00:00,
177,한화비전,KR,,489790.0,489790,489790.KS|489790.KQ,489790.KS,3385370869760,KRW,yfinance,2026-02-09T05:25:44.352654+00:00,
178,한화생명,KR,,88350.0,088350,088350.KS|088350.KQ,088350.KS,2735060549632,KRW,yfinance,2026-02-09T05:25:44.352654+00:00,
179,한화손해보험,KR,,0370.0,000370,000370.KS|000370.KQ,000370.KS,733033463808,KRW,yfinance,2026-02-09T05:25:44.352654+00:00,
180,한화솔루션,KR,,9830.0,009830,009830.KS|009830.KQ,009830.KS,8293832458240,KRW,yfinance,2026-02-09T05:25:44.352654+00:00,
181,한화시스템,KR,,272210.0,272210,272210.KS|272210.KQ,272210.KS,19783888142336,KRW,yfinance,2026-02-09T05:25:44.352654+00:00,
182,한화에어로스페이스,KR,,12450.0,012450,012450.KS|012450.KQ,012450.KS,64053741355008,KRW,yfinance,2026-02-09T05:25:44.352654+00:00,
183,한화오션,KR,,42660.0,042660,042660.KS|042660.KQ,042660.KS,40812104646656,KRW,yfinance,2026-02-09T05:25:44.352654+00:00,
184,한화투자증권,KR,,3530.0,003530,003530.KS|003530.KQ,003530.KS,1409488257024,KRW,yfinance,2026-02-09T05:25:44.352654+00:00,
185,해성디에스,KR,,195870.0,195870,195870.KS|195870.KQ,195870.KS,1098199990272,KRW,yfinance,2026-02-09T05:25:44.352654+00:00,
186,현대건설,KR,,0720.0,000720,000720.KS|000720.KQ,000720.KS,12781068746752,KRW,yfinance,2026-02-09T05:25:44.352654+00:00,
187,현대로템,KR,,64350.0,064350,064350.KS|064350.KQ,064350.KS,23356451586048,KRW,yfinance,2026-02-09T05:25:44.352654+00:00,
188,현대모비스,KR,,12330.0,012330,012330.KS|012330.KQ,012330.KS,38394973388800,KRW,yfinance,2026-02-09T05:25:44.352654+00:00,
189,현대비앤지스틸,KR,,4560.0,004560,004560.KS|004560.KQ,004560.KS,243474268160,KRW,yfinance,2026-02-09T05:25:44.352654+00:00,
190,현대엘리베이터,KR,,17800.0,017800,017800.KS|017800.KQ,017800.KS,3700769161216,KRW,yfinance,2026-02-09T05:25:44.352654+00:00,
191,현대오토에버,KR,,307950.0,307950,307950.KS|307950.KQ,307950.KS,11366881558528,KRW,yfinance,2026-02-09T05:25:44.352654+00:00,
192,현대위아,KR,,11210.0,011210,011210.KS|011210.KQ,011210.KS,2183674724352,KRW,yfinance,2026-02-09T05:25:44.352654+00:00,
193,현대자동차,KR,,5380.0,005380,005380.KS|005380.KQ,005380.KS,124161489895424,KRW,yfinance,2026-02-09T05:25:44.352654+00:00,
194,현대제철,KR,,4020.0,004020,004020.KS|004020.KQ,004020.KS,4173288439808,KRW,yfinance,2026-02-09T05:25:44.352654+00:00,
195,현대홈쇼핑,KR,,57050.0,057050,057050.KS|057050.KQ,057050.KS,654532608000,KRW,yfinance,2026-02-09T05:25:44.352654+00:00,
196,호텔신라,KR,,8770.0,008770,008770.KS|008770.KQ,008770.KS,1887001509888,KRW,yfinance,2026-02-09T05:25:44.352654+00:00,
197,화승알앤에이,KR,,378850.0,378850,378850.KS|378850.KQ,378850.KS,67987013632,KRW,yfinance,2026-02-09T05:25:44.352654+00:00,
198,화승코퍼레이션,KR,,13520.0,013520,013520.KS|013520.KQ,013520.KS,118670254080,KRW,yfinance,2026-02-09T05:25:44.352654+00:00,
199,효성,KR,,4800.0,004800,004800.KS|004800.KQ,004800.KS,2514327699456,KRW,yfinance,2026-02-09T05:25:44.352654+00:00,
200,효성중공업,KR,,298040.0,298040,298040.KS|298040.KQ,298040.KS,22441296396288,KRW,yfinance,2026-02-09T05:25:44.352654+00:00,
201,효성티앤씨,KR,,298020.0,298020,298020.KS|298020.KQ,298020.KS,1699579297792,KRW,yfinance,2026-02-09T05:25:44.352654+00:00,
202,효성화학,KR,,298000.0,298000,298000.KS|298000.KQ,298000.KS,146577997824,KRW,yfinance,2026-02-09T05:25:44.352654+00:00,
107,삼양홀딩스,KR,,0070.0,000070,000070.KS|000070.KQ,000070.KS,430949302272,KRW,yfinance,2026-02-09T05:25:44.352654+00:00,
242,日本国土開発,JP,,18870,018870,1887.T,1887.T,54779392000,JPY,yfinance,2026-02-09T05:25:44.352654+00:00,
203,タカラトミー,JP,,78670,078670,7867.T,7867.T,241400037376,JPY,yfinance,2026-02-09T05:25:44.352654+00:00,
204,GMO,JP,,94490,094490,9449.T,9449.T,354800467968,JPY,yfinance,2026-02-09T05:25:44.352654+00:00,
205,大阪チタ,JP,,57260,057260,5726.T,5726.T,91407327232,JPY,yfinance,2026-02-09T05:25:44.352654+00:00,
206,オーバル,JP,,77270,077270,7727.T,7727.T,14799628288,JPY,yfinance,2026-02-09T05:25:44.352654+00:00,
207,三井物産,JP,,80310,080310,8031.T,8031.T,15245577814016,JPY,yfinance,2026-02-09T05:25:44.352654+00:00,
208,西川ゴム,JP,,51610,051610,5161.T,5161.T,134143647744,JPY,yfinance,2026-02-09T05:25:44.352654+00:00,
209,中北製作所,JP,,64960,064960,6496.T,6496.T,23877427200,JPY,yfinance,2026-02-09T05:25:44.352654+00:00,
210,DNホールディングス,JP,,73770,073770,7377.T,7377.T,16794665984,JPY,yfinance,2026-02-09T05:25:44.352654+00:00,
211,スクエニHD,JP,,96840,096840,9684.T,9684.T,1007951478784,JPY,yfinance,2026-02-09T05:25:44.352654+00:00,
212,キヤノン電子,JP,,77390,077390,7739.T,7739.T,148477280256,JPY,yfinance,2026-02-09T05:25:44.352654+00:00,
213,ニッパツ,JP,,59910,059910,5991.T,5991.T,617911615488,JPY,yfinance,2026-02-09T05:25:44.352654+00:00,
214,リクルートHD,JP,,60980,060980,6098.T,6098.T,10074216988672,JPY,yfinance,2026-02-09T05:25:44.352654+00:00,
215,ヨドコウ,JP,,54510,054510,5451.T,5451.T,208345628672,JPY,yfinance,2026-02-09T05:25:44.352654+00:00,
216,パンパシフィックHD,JP,,75320,075320,7532.T,7532.T,2910817878016,JPY,yfinance,2026-02-09T05:25:44.352654+00:00,
217,GMOGSHD,JP,,37880,037880,3788.T,3788.T,25052942336,JPY,yfinance,2026-02-09T05:25:44.352654+00:00,
218,アイモバイル,JP,,65350,065350,6535.T,6535.T,29424764928,JPY,yfinance,2026-02-09T05:25:44.352654+00:00,
219,カヤバ,JP,,72420,072420,7242.T,7242.T,201329229824,JPY,yfinance,2026-02-09T05:25:44.352654+00:00,
220,タナベコンサルG,JP,,96440,096440,9644.T,9644.T,24464238592,JPY,yfinance,2026-02-09T05:25:44.352654+00:00,
221,南海化学,JP,,40400,040400,4040.T,4040.T,6498365952,JPY,yfinance,2026-02-09T05:25:44.352654+00:00,
222,イワキポンプ,JP,,62370,062370,6237.T,6237.T,60894015488,JPY,yfinance,2026-02-09T05:25:44.352654+00:00,
223,商船三井,JP,,91040,091040,9104.T,9104.T,1722140327936,JPY,yfinance,2026-02-09T05:25:44.352654+00:00,
224,シーイーシー,JP,,96920,096920,9692.T,9692.T,62608191488,JPY,yfinance,2026-02-09T05:25:44.352654+00:00,
225,日特殊陶,JP,,53340,053340,5334.T,5334.T,1322707582976,JPY,yfinance,2026-02-09T05:25:44.352654+00:00,
226,パイオラックス,JP,,59880,059880,5988.T,5988.T,43908296704,JPY,yfinance,2026-02-09T05:25:44.352654+00:00,
227,ウェルネオシュガー,JP,,21170,021170,2117.T,2117.T,95956779008,JPY,yfinance,2026-02-09T05:25:44.352654+00:00,
228,日本調剤,JP,,33410,033410,3341.T,3341.T,682459857973936128,JPY,yfinance,2026-02-09T05:25:44.352654+00:00,
229,G-うるる,JP,,39790,039790,3979.T,3979.T,11264728064,JPY,yfinance,2026-02-09T05:25:44.352654+00:00,
230,平田機工,JP,,62580,062580,6258.T,6258.T,87589650432,JPY,yfinance,2026-02-09T05:25:44.352654+00:00,
231,ハリマ化成G,JP,,44100,044100,4410.T,4410.T,24626257920,JPY,yfinance,2026-02-09T05:25:44.352654+00:00,
232,テアトル,JP,,96330,096330,9633.T,9633.T,10190955520,JPY,yfinance,2026-02-09T05:25:44.352654+00:00,
233,ショーボンド,JP,,14140,014140,1414.T,1414.T,305851695104,JPY,yfinance,2026-02-09T05:25:44.352654+00:00,
234,大和工,JP,,54440,054440,5444.T,5444.T,769176567808,JPY,yfinance,2026-02-09T05:25:44.352654+00:00,
235,リケンNPR,JP,,62090,062090,6209.T,6209.T,102778322944,JPY,yfinance,2026-02-09T05:25:44.352654+00:00,
236,平和,JP,,64120,064120,6412.T,6412.T,198339231744,JPY,yfinance,2026-02-09T05:25:44.352654+00:00,
237,ホーチキ,JP,,67450,067450,6745.T,6745.T,129564319744,JPY,yfinance,2026-02-09T05:25:44.352654+00:00,
238,神鋼商,JP,,80750,080750,8075.T,8075.T,73322078208,JPY,yfinance,2026-02-09T05:25:44.352654+00:00,
239,上新電,JP,,81730,081730,8173.T,8173.T,70910337024,JPY,yfinance,2026-02-09T05:25:44.352654+00:00,
240,東映,JP,,96050,096050,9605.T,9605.T,359301611520,JPY,yfinance,2026-02-09T05:25:44.352654+00:00,
241,ミスミG,JP,,99620,099620,9962.T,9962.T,853422637056,JPY,yfinance,2026-02-09T05:25:44.352654+00:00,
243,キオクシアHD,JP,,285A0,002850,285A.T,285A.T,10742310895616,JPY,yfinance,2026-02-09T05:25:44.352654+00:00,
244,ジョイフル本田,JP,,31910,031910,3191.T,3191.T,130673852416,JPY,yfinance,2026-02-09T05:25:44.352654+00:00,
245,日電波,JP,,67790,067790,6779.T,6779.T,25059491840,JPY,yfinance,2026-02-09T05:25:44.352654+00:00,
246,TDCソフト,JP,,46870,046870,4687.T,4687.T,52135288832,JPY,yfinance,2026-02-09T05:25:44.352654+00:00,
247,CIJ,JP,,48260,048260,4826.T,4826.T,29427599360,JPY,yfinance,2026-02-09T05:25:44.352654+00:00,
248,小林製薬,JP,,49670,049670,4967.T,4967.T,396894928896,JPY,yfinance,2026-02-09T05:25:44.352654+00:00,
249,東洋電,JP,,65050,065050,6505.T,6505.T,19252193280,JPY,yfinance,2026-02-09T05:25:44.352654+00:00,
250,共和レザー,JP,,35530,035530,3553.T,3553.T,27500630016,JPY,yfinance,2026-02-09T05:25:44.352654+00:00,
251,太陽HD,JP,,46260,046260,4626.T,4626.T,603587477504,JPY,yfinance,2026-02-09T05:25:44.352654+00:00,
252,ウィルグループ,JP,,60890,060890,6089.T,6089.T,27747487744,JPY,yfinance,2026-02-09T05:25:44.352654+00:00,
253,SHOEI,JP,,78390,078390,7839.T,7839.T,90059923456,JPY,yfinance,2026-02-09T05:25:44.352654+00:00,
254,キングジム,JP,,79620,079620,7962.T,7962.T,22978686976,JPY,yfinance,2026-02-09T05:25:44.352654+00:00,
255,ニフコ,JP,,79880,079880,7988.T,7988.T,483188539392,JPY,yfinance,2026-02-09T05:25:44.352654+00:00,
256,リログループ,JP,,88760,088760,8876.T,8876.T,274188075008,JPY,yfinance,2026-02-09T05:25:44.352654+00:00,
257,オリエンタル白石,JP,,17860,017860,1786.T,1786.T,55569305600,JPY,yfinance,2026-02-09T05:25:44.352654+00:00,
258,新日科学,JP,,23950,023950,2395.T,2395.T,67568467968,JPY,yfinance,2026-02-09T05:25:44.352654+00:00,
259,リゾートトラ,JP,,46810,046810,4681.T,4681.T,384976945152,JPY,yfinance,2026-02-09T05:25:44.352654+00:00,
260,SMC,JP,,62730,062730,6273.T,6273.T,4230953304064,JPY,yfinance,2026-02-09T05:25:44.352654+00:00,
261,アドバンテス,JP,,68570,068570,6857.T,6857.T,20163382476800,JPY,yfinance,2026-02-09T05:25:44.352654+00:00,
262,ファナック,JP,,69540,069540,6954.T,6954.T,6316555239424,JPY,yfinance,2026-02-09T05:25:44.352654+00:00,
263,KOA,JP,,69990,069990,6999.T,6999.T,59236360192,JPY,yfinance,2026-02-09T05:25:44.352654+00:00,
264,三井E&S,JP,,70030,070030,7003.T,7003.T,725947711488,JPY,yfinance,2026-02-09T05:25:44.352654+00:00,
265,CODE_77470,JP,,77470,077470,7747.T,7747.T,679230242816,JPY,yfinance,2026-02-09T05:25:44.352654+00:00,
266,プロネクサス,JP,,78930,078930,7893.T,7893.T,29853974528,JPY,yfinance,2026-02-09T05:25:44.352654+00:00,
267,TAKARA&CO,JP,,79210,079210,7921.T,7921.T,54977572864,JPY,yfinance,2026-02-09T05:25:44.352654+00:00,
268,永大産業,JP,,78220,078220,7822.T,7822.T,10872064000,JPY,yfinance,2026-02-09T05:25:44.352654+00:00,
269,有沢製,JP,,52080,052080,5208.T,5208.T,73816678400,JPY,yfinance,2026-02-09T05:25:44.352654+00:00,
270,シグマ光機,JP,,77130,077130,7713.T,7713.T,12124688384,JPY,yfinance,2026-02-09T05:25:44.352654+00:00,
271,科研薬,JP,,45210,045210,4521.T,4521.T,157721640960,JPY,yfinance,2026-02-09T05:25:44.352654+00:00,
272,サンゲツ,JP,,81300,081300,8130.T,8130.T,191296372736,JPY,yfinance,2026-02-09T05:25:44.352654+00:00,
273,JSR,JP,,41850,041850,4185.T,,,JPY,yfinance,2026-02-09T05:25:44.352654+00:00,market_cap_not_found
274,F&LC,JP,,35630,035630,3563.T,3563.T,1037411680256,JPY,yfinance,2026-02-09T05:25:44.352654+00:00,
275,トビラシステムズ,JP,,44410,044410,4441.T,4441.T,11341906944,JPY,yfinance,2026-02-09T05:25:44.352654+00:00,
276,七十七銀,JP,,83410,083410,8341.T,8341.T,696894881792,JPY,yfinance,2026-02-09T05:25:44.352654+00:00,
